Id,FriendlyName,Category,Priority
59136e1e86f774432f15d133,Dorm 110 key,Keys,3 High
59387a4986f77401cc236e62,Dorm 114 key,Keys,2 Medium
5672c92d4bdc2d180f8b4567,Dorm 118 key,Keys,1 Low
5938504186f7740991483f30,Dorm 203 key,Keys,1 Low
59148c8a86f774197930e983,Dorm 204 key,Keys,1 Low
5938603e86f77435642354f4,Dorm 206 key,Keys,1 Low
5780cf942459777df90dcb72,Dorm 214 key,Keys,3 High
5780cf9e2459777df90dcb73,Dorm 218 key,Keys,1 Low
5780cfa52459777dfb276eb1,Dorm 220 key,Keys,1 Low
593aa4be86f77457f56379f8,Dorm 303 key,Keys,1 Low
5780cda02459777b272ede61,Dorm 306 key,Keys,1 Low
5780cf722459777a5108b9a1,Dorm 308 key,Keys,1 Low
5780cf692459777de4559321,Dorm 315 key,Keys,1 Low
5a70366c8dc32e001207fb06,Double Diamond flash hider,Attachments,1 Low
5d120a10d7ad1a4e1026ba85,Double Star Ace Socom gen.4 stock for AR-15,Attachments,1 Low
5d120a28d7ad1a1c8962e295,Double Star recoil pad 0.5 for ACE stock series,Attachments,1 Low
5c6162682e22160010261a2b,Dovetail mount for TOZ-106,Attachments,1 Low
587e08ee245977446b4410cf,Dovetail OP-SKS mount.,Attachments,1 Low
578f87b7245977356274f2cd,Drawer,Lootable,1 Low
5448e8d64bdc2dce718b4568,Drink,Parent Element,-1 Blacklist
5448f3a14bdc2d27728b4569,Drug,Parent Element,-1 Blacklist
590a373286f774287540368b,D.Fuel,Barter Items,4 Ultra
5b099b7d5acfc400186331e4,"DS Arms ""3 prong trident"" 7.62x51 Flashhider for SA-58",Attachments,1 Low
5b7d68af5acfc400170e30c3,"DS Arms ""Austrian Style"" 7.62x51 muzzle brake for SA-58",Attachments,1 Low
5b099bb25acfc400186331e8,DS Arms Extreme Duty dust cover for SA58,Attachments,1 Low
5b0bc22d5acfc47a8607f085,DS Arms Holand Type Rearsight for SA-58,Attachments,1 Low
5b099a9d5acfc47a8607efe7,DS Arms quad rail foregrip for SA-58,Attachments,1 Low
5b7be1ca5acfc400170e2d2f,DS Arms Quad Rail Full Lenght foregrip for SA-58,Attachments,1 Low
5b0bbe4e5acfc40dc528a72d,SA-58,Weapons AR,3 High
5b7d671b5acfc43d82528ddd,DSA Belgian style foregrip for a FAL,Attachments,1 Low
5b7d64555acfc4001876c8e2,DSA BRS stock for SA-58,Attachments,1 Low
5b7d63cf5acfc4001876c8df,DSA Folding stock for SA-58,Attachments,1 Low
5b7d63de5acfc400170e2f8d,DSA SPR stock for SA-58,Attachments,2 Medium
5c488a752e221602b412af63,DT MDR,Weapons AR,3 High
5dcbd56fdbd3d91b3e5468d5,DT MDR .308,Weapons AR,4 Ultra
5a16b93dfcdbcbcae6687261,Dual Dovetail Mount for PVS-14 monocular,Attachments,1 Low
57347c1124597737fb1379e3,Duct tape,Barter Items,2 Medium
578f87a3245977356274f2cb,Duffle bag,Lootable,2 Medium
56e33634d2720bd8058b456b,Duffle bag,Backpack,1 Low
5aa2b986e5b5b00014028f4c,Dundukk sport sunglasses,Vanity,1 Low
5734781f24597737e04bf32a,DVD drive,Barter Items,1 Low
5888996c24597754281f9419,DVL-10 M2 muzzle break,Attachments,1 Low
58889c7324597754281f9439,DVL-10 muzzle device,Attachments,2 Medium
588892092459774ac91d4b11,DVL-10,Weapons SR,3 High
5894a13e86f7742405482982,Early produced SIG collapsing/telescoping MCX/MPX stock,Attachments,1 Low
5a144bdb86f7741d374bbde0,East 205 key,Keys,4 Ultra
5a0ee4b586f7743698200d22,East 206 key,Keys,4 Ultra
5a0ee62286f774369454a7ac,East 209 key,Keys,3 High
5a0ee72c86f77436955d3435,East 213 key,Keys,3 High
5a0ee76686f7743698200d5c,East 216 key,Keys,4 Ultra
5a13f24186f77410e57c5626,East 222 key,Keys,4 Ultra
5a13f35286f77413ef1436b0,East 226 key,Keys,4 Ultra
5a145d4786f7744cbb6f4a12,East wing room 306 key,Keys,2 Medium
5a145d7b86f7744cbb6f4a13,East wing room 308 key,Keys,3 High
5a0eec9686f77402ac5c39f2,East 310 key,Keys,3 High
5a0eecf686f7740350630097,East 313 key,Keys,4 Ultra
5a0eed4386f77405112912aa,East 314 key,Keys,3 High
5a145ebb86f77458f1796f05,East wing room 316 key,Keys,1 Low
5a0eedb386f77403506300be,East 322 key,Keys,4 Ultra
5a0eee1486f77402aa773226,East 328 key,Keys,4 Ultra
57ac965c24597706be5f975c,ELCAN SpecterDR 1x/4x Scope,Attachments,1 Low
57aca93d2459771f2c7e26db,ELCAN SpecterDR 1x/4x Scope FDE,Attachments,2 Medium
59e35de086f7741778269d84,Electric drill,Barter Items,1 Low
5d1b2fa286f77425227d1674,Electric motor,Barter Items,1 Low
57864a66245977548f04a81f,Electronics,Parent Element,-1 Blacklist
5751487e245977207e26a315,Emelya,Food,1 Low
5aa2b89be5b5b0001569311f,EmerCom cap,Vanity,1 Low
5b39f8db5acfc40016387a1b,EMOD Stock,Attachments,1 Low
5c0006470db834001a6697fe,Emperor scorpion Sig Sauer pistol grip for P226,Attachments,1 Low
5783c43d2459774bbe137486,Wallet,Container,1 Low
5dfe14f30b92095fd441edaf,EMTI-019 Mount,Attachments,1 Low
5d3ec50586f774183a607442,Encrypted message,Quest,1 Low
590a3cd386f77436f20848cb,Energy-saving lamp,Barter Items,2 Medium
570fd6c2d2720bc6458b457f,Eotech 553 holographic sight,Attachments,2 Medium
558022b54bdc2dac148b458d,EXPS3 Scope,Attachments,3 High
5c07dd120db834001c39092d,Eotech HHS-1 sight,Attachments,1 Low
5c0a2cec0db834001b7ce47d,HHS-1 Tan Scope,Attachments,3 High
5b3b99475acfc432ff4dcbee,Vudu 1-6x Scope,Attachments,2 Medium
58491f3324597764bc48fa02,XPS3-0 Scope,Attachments,2 Medium
584924ec24597768f12ae244,Eotech XPS3-2 holographic sight,Attachments,2 Medium
543be5f84bdc2dd4348b456a,Equipment,Parent Element,-1 Blacklist
54491bb74bdc2d09088b4567,ER Fulcrum Bayonet,Attachments,1 Low
55802f4a4bdc2ddb688b4569,Essential mod,Parent Element,-1 Blacklist
569668774bdc2da2298b4568,Euros,Money,3 High
5d1b371186f774253763a656,Expeditionary fuel tank,Barter Items,3 High
5710c24ad2720bc3458b45a3,F-1 grenade,Weapons T,2 Medium
5996f6d686f77467977ba6cc,F1 Shrapnel,Ammo,1 Low
5c5db6742e2216000f1b2852,F5 MPX Drum mag 50-round 9x19 magazine,Attachments,2 Medium
5b0800175acfc400153aebd4,F93 Pro Stock,Attachments,1 Low
5b7d679f5acfc4001a5c4024,Fab AG FAL pistol grip for SA-58,Attachments,1 Low
5d023784d7ad1a049d4aa7f2,Fab Defence AG-58 pistol grip for VZ-58,Attachments,1 Low
5bfe86a20db834001d23e8f7,Fab Defence AGR-870 pistol grip for Remington-870,Attachments,1 Low
5bfe89510db834001808a127,Fab Defence buffer tube for AGR-870,Attachments,1 Low
5a9eb32da2750c00171b3f9c,Fab Defence GL Shock Stock,Attachments,1 Low
5bfe86df0db834001b734685,Fab Defence GLR-16-S Stock,Attachments,1 Low
5d1c702ad7ad1a632267f429,Fab Defence GLR-17 Stock for Glock and compatable,Attachments,1 Low
5d2c770c48f0354b4a07c100,Fab Defence PDC dust cover for AK-74,Attachments,2 Medium
5a788031c585673f2b5c1c79,Fab Defence PR870 forestock,Attachments,1 Low
5d0236dad7ad1a0940739d29,Fab Defence UAS Stock for SKS,Attachments,1 Low
5b04473a5acfc40018632f70,Fab Defense UAS for AK,Attachments,1 Low
5a341c4686f77469e155819e,FaceCover,Parent Element,-1 Blacklist
5448ba0b4bdc2d02308b456c,Factory key,Keys,4 Ultra
574eb85c245977648157eec3,Factory plan,Tools,1 Low
5bd073a586f7747e6f135799,Fake mustache,Vanity,2 Medium
5c1a1e3f2e221602b66cc4c2,Fake white beard,Vanity,3 High
5b7c2d1d5acfc43d1028532a,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",Attachments,1 Low
5b7bef1e5acfc43d82528402,FAL/SA-58 7.62x51 10 rnd,Attachments,1 Low
5b099ac65acfc400186331e1,FAL/SA-58 7.62x51 20 rnd,Attachments,1 Low
5b7bef5d5acfc43bca7067a3,FAL/SA-58 7.62x51 30 rnd,Attachments,1 Low
5c12301c86f77419522ba7e4,False flash drive,Quest,1 Low
5b3cadf35acfc400194776a0,Fancy TT side grips,Attachments,1 Low
5bc9b355d4351e6d1509862a,FireKlean,Barter Items,3 High
5a7ad74e51dfba0015068f45,Fischer Development FD917 suppressor,Attachments,2 Medium
5d3eb5eca4b9363b1f22f8e4,Five-seveN 20-Round 5.7x28 magazine,Attachments,1 Low
5d3eb44aa4b93650d64e4979,Five-seveN MK2 pistol slide,Attachments,2 Medium
5d3eb536a4b9363b1f22f8e2,Five-seveN MK2 Standard Frontsight,Attachments,1 Low
5d3eb4aba4b93650d64e497d,Five-seveN Standard Rear-sight,Attachments,1 Low
550aa4bf4bdc2dd6348b456b,Flashhider,Parent Element,-1 Blacklist
55818b084bdc2d5b648b4571,Flashlight,Parent Element,-1 Blacklist
5d63d33b86f7746ea9275524,Flat screwdriver,Barter Items,1 Low
5e2af47786f7746d404f3aaa,Fleece,Barter Items,1 Low
5d1b5e94d7ad1a2b865a96b0,FLIR Therm,Attachments,3 High
544a5cde4bdc2d39388b456b,Flyye MBSS Backpack,Backpack,1 Low
5cebec00d7f00c065c53522a,Attenuator Sup.,Attachments,3 High
5cc700cae4a949035e43ba72,FN Butt pad for P90,Attachments,1 Low
5cc6ea78e4a949000e1ea3c1,FN charge handle for P90,Attachments,3 High
5cc7012ae4a949001252b43e,FN EFFEN 90 rail,Attachments,1 Low
5cc700ede4a949033c734315,FN EFFEN 90 Upper receiver for P90,Attachments,1 Low
5d3eb3b0a4b93615055e84d2,FN 5-7,Weapons P,2 Medium
5d67abc1a4b93614ec50137f,FN 5-7 FDE,Weapons P,2 Medium
5cc70093e4a949033c734312,"FN magazine for P90, 50-round capacity",Attachments,1 Low
5cc82796e24e8d000f5859a8,FN P90 5.7x28 flash hider,Attachments,1 Low
5cc82d76e24e8d00134b4b83,FN P90,Weapons SMG,3 High
5cc700b9e4a949000f0f0f25,FN P90 stock,Attachments,1 Low
5cebec10d7f00c065703d185,FN PS90 stock,Attachments,1 Low
5cebec38d7f00c00110a652a,FN Ring sight reflex sight,Attachments,2 Medium
5d7b6bafa4b93652786f4c76,FN RMR Mount for 5-7 Mk.2,Attachments,1 Low
5cc70146e4a949000d73bf6b,FN side rail for regular P90 upper receiver,Attachments,1 Low
5cc7015ae4a949001152b4c6,FN top rail for regular P90 upper receiver,Attachments,1 Low
5cc70102e4a949035e43ba74,FN Upper receiver for P90,Attachments,1 Low
5cf7acfcd7f00c1084477cf2,FN Upper receiver for PS90,Attachments,1 Low
5c12613b86f7743bbe2c3f76,Folder with Intel,Barter Items,3 High
5448e8d04bdc2ddf718b4569,Food,Parent Element,-1 Blacklist
543be6674bdc2df1348b4569,Food and drink,Parent Element,-1 Blacklist
55818af64bdc2d5b648b4570,Foregrip,Parent Element,-1 Blacklist
5ca2151486f774244a3b8d30,FORT Redut-M,Armor Vest,1 Low
5ca21c6986f77479963115a7,FORT Redut-T5,Armor Vest,3 High
5d026791d7ad1a04a067ea63,Fortis Red Brake 7.62x51 muzzle brake for AR-10,Attachments,2 Medium
59f8a37386f7747af3328f06,Shift grip,Attachments,3 High
5d1b2f3f86f774252167a52c,FP-100 filter absorber,Barter Items,3 High
5c07df7f0db834001b73588a,Crowbar,Weapons M,1 Low
5d650c3e815116009f6201d2,Fuel,Parent Element,-1 Blacklist
5b43575a86f77424f443fe62,Fuel Cond.,Barter Items,3 High
550aa4154bdc2dd8348b456b,Functional mod,Parent Element,-1 Blacklist
590a3efd86f77437d351a25b,Gas analyzer,Barter Items,1 Low
56ea9461d2720b67698b456f,Gas block,Parent Element,-1 Blacklist
5a0f045e86f7745b0f0d0e42,Gas station safe key,Keys,3 High
5d6d2e22a4b9361bd5780d05,Gascan glasses,Vanity,1 Low
55802f3e4bdc2de7118b4584,Gear mod,Parent Element,-1 Blacklist
5672cb724bdc2dc2088b456b,Geiger-Muller counter,Barter Items,1 Low
5c5db6b32e221600102611a0,"Geissele ""SCH"" charging handle for MPX",Attachments,1 Low
5c7955c22e221644f31bfd5e,Gem ONE Sup.,Attachments,3 High
5d3ef698a4b9361182109872,Gem FN-57 Sup.,Attachments,3 High
5ab8f4ff86f77431c60d91ba,Ghost balaclava,Barter Items,1 Low
58272d7f2459774f6311ddfd,GK-02 Muzzle Brake,Attachments,1 Low
5a7ae0c351dfba0017554310,GLOCK 17,Weapons P,1 Low
5b1fa9b25acfc40018633c01,GLOCK 18C,Weapons P,1 Low
5b1faa0f5acfc40dc528aeb5,Glock 18C 9x19 slide,Attachments,1 Low
5a718b548dc32e000d46d262,Glock 9x19 magazine,Attachments,1 Low
5a9685b1a2750c0032157104,Glock 9x19 Moto Cut slide,Attachments,1 Low
5a6f5e048dc32e00094b97da,Glock 9x19 slide,Attachments,1 Low
5a6f5f078dc32e00094b97dd,Glock 9x19 Viper Cut slide,Attachments,1 Low
5a7033908dc32e000a311392,Glock Alpha Wolf Custom slide,Attachments,1 Low
5a702d198dc32e000b452fc3,Glock Alpha Wolf slide,Attachments,1 Low
5a6f58f68dc32e000a311390,Glock Front Sight,Attachments,1 Low
5a6f5d528dc32e00094b97d9,Glock Rear Sight,Attachments,1 Low
5a800961159bd4315e3a1657,Glock Tactical GL21 flashlight with laser,Attachments,2 Medium
5a6b592c8dc32e00094b97bf,Glock thread protector produced by Double Diamond,Attachments,1 Low
5a6b59a08dc32e000b452fb7,Glock thread protector produced by Salient Arms,Attachments,1 Low
5a71e0048dc32e000c52ecc8,Glock ZEV Tech front sight,Attachments,2 Medium
5a71e4f48dc32e001207fb26,Glock Zev Tech Hex Spartan slide,Attachments,1 Low
5a71e0fb8dc32e00094b97f2,Glock ZEV Tech Rear sight,Attachments,1 Low
5d235a5986f77443f6329bc6,G.Ring,Barter Items,3 High
5bc9b720d4351e450201234b,G.Phone,Barter Items,3 High
5734758f24597738025ee253,G.Chain,Barter Items,3 High
5bc9bc53d4351e00367fbcee,Golden rooster,Barter Items,2 Medium
5751a89d24597722aa0e8db0,G.Star Balm,Meds,3 High
5addbb945acfc4001a5fc44e,Good Iron 7.62x51 muzzlebrake & compensator for M14,Attachments,2 Medium
5ae9a0dd86f7742e5f454a05,Goshan cargo manifests,Quest,1 Low
5d235b4d86f7742e017bc88a,GP coin,Barter Items,3 High
5648b62b4bdc2d9d488b4585,GP-34 underbarrel grenade launcher,Attachments,1 Low
5b432c305acfc40019478128,GP-5 gasmask,Vanity,1 Low
5c0558060db834001b735271,GPNVG-18 N.Vis.,Attachments,3 High
57513f9324597720a7128161,Grand juice,Food,1 Low
57347ca924597744596b4e71,Graphics card,Barter Items,4 Ultra
575062b524597720a31c09a1,Green Ice,Food,1 Low
5e2aedd986f7746d404f3aa4,GreenBat,Barter Items,2 Medium
5e2af55f86f7746d4159f07c,Grenade Case,Container,3 High
5447bedf4bdc2d87278b4568,Grenade launcher,Parent Element,-1 Blacklist
5909d36d86f774660f0bb900,Grenade box,Lootable,2 Medium
590c657e86f77412b013051d,Grizzly First Aid Kit,Meds,2 Medium
5d6d2b5486f774785c2ba8ea,Ground cache,Lootable,3 High
5b432b965acfc47a8774094e,GSSh-01 HS,Headset,1 Low
5d6fc78386f77449d825f9dc,GunP Eagle,Barter Items,3 High
5d6fc87386f77449db3db94e,"Gunpowder ""Hawk""",Barter Items,3 High
590c5a7286f7747884343aea,"Gunpowder ""Kite""",Barter Items,1 Low
5d5d85c586f774279a21cbdb,D3CRX Rig,Chest Rig,3 High
5d1b317c86f7742523398392,Handdrill,Barter Items,1 Low
55818a104bdc2db9688b4569,Handguard,Parent Element,-1 Blacklist
5b2cfa535acfc432ff4db7a0,Handguard MK 10 for use with AR-15 and compatible,Attachments,1 Low
5894a42086f77426d2590762,Handguard SIG MPX Gen. 1 for MPX,Attachments,1 Low
595cfa8b86f77427437e845b,Handguard War Sport LVOA-C blk. for use with AR-15 and compatible,Attachments,1 Low
595cf16b86f77427440c32e2,Handguard War Sport LVOA-S blk. for use with AR-15 and compatible,Attachments,1 Low
5b237e425acfc4771e1be0b6,Handguard with a gas block combo by TROY Industries for AK,Attachments,2 Medium
5888961624597754281f93f3,Harris HBR Bipod,Attachments,3 High
5645bcb74bdc2ded0b8b4578,Headphones,Parent Element,-1 Blacklist
5a341c4086f77401f2541505,Headwear,Parent Element,-1 Blacklist
5a0f08bc86f77478f33b84c2,Resort mgmt office safe key,Keys,4 Ultra
5a0eff2986f7741fd654e684,Health resort room 321 safe key,Keys,2 Medium
5a0ea79b86f7741d4a35298e,Health resort utility room key,Keys,3 High
5a0f0f5886f7741c4e32a472,Resort warehouse safe key,Keys,4 Ultra
5c4eecde2e221602b3140418,Heat shield for SV-98 silencer,Attachments,1 Low
59faf98186f774067b6be103,Heat-exchange alkali surface washer,Barter Items,1 Low
5c0e533786f7747fa23f4d47,Hemostatic drug Zagustin,Meds,2 Medium
56ea70acd2720b844b8b4594,FF 4-16x56 Scope,Attachments,3 High
5a33e75ac4a2826c6e06d759,Hera Arms CQR pistol grip-stock,Attachments,2 Medium
5a7dbfc1159bd40016548fde,CQR grip,Attachments,3 High
5cc9bcaed7f00c011c04e179,Hera Arms HG-15 pistol grip for AR-15 based systems,Attachments,1 Low
5e208b9842457a4a7a33d074,DTKP,Attachments,3 High
5e217ba4c1434648c13568cd,Kocherga,Attachments,1 Low
59c0ec5b86f77435b128bfca,Hexagon 12K sound suppressor,Attachments,2 Medium
593d493f86f7745e6b2ceb22,Hexagon AK-74 5.45x39 sound suppressor,Attachments,2 Medium
593d489686f7745c6255d58a,Hexagon AKM 7.62x39 sound suppressor,Attachments,2 Medium
5b800e9286f7747a8b04f3ff,Hexagon handguard for AK,Attachments,1 Low
5b80242286f77429445e0b47,Hexagon handguard for AK(anodized red),Attachments,2 Medium
593d490386f7745ee97a1555,Hexagon SKS 7.62x39 sound suppressor,Attachments,2 Medium
5a33b652c4a28232996e407c,High profile mount for Trijicon RMR,Attachments,1 Low
55d4ae6c4bdc2d8b2f8b456e,High Standard M4SS Stock,Attachments,1 Low
5b40e3f35acfc40016388218,ACHHC blk,Helmet,2 Medium
5b40e4035acfc47a87740943,ACHHC olive,Helmet,2 Medium
5b40e1525acfc4771e1c6611,ULACH blk,Helmet,2 Medium
5b40e2bc5acfc40016388216,ULACH tan,Helmet,2 Medium
5c0e655586f774045612eeb2,Highcom Trooper TFO armor (multicam),Armor Vest,1 Low
5bb20e18d4351e00320205d5,"HK ""Battle Grip"" pistol grip for AR-15 based systems",Attachments,1 Low
5bb20e58d4351e00320205d7,"HK ""Enhanced Tube"" buffer tube",Attachments,1 Low
5bb2475ed4351e00853264e3,HK 416A5,Weapons AR,3 High
5bb20e49d4351e3bac1212de,HK 416A5 Flip Up Rearsight,Attachments,1 Low
5bb20dcad4351e3bac1212da,HK 416A5 Regular Low Profile Gas Block,Attachments,1 Low
5ba26acdd4351e003562908e,HK A1 4.6x30 Flashhider for MP7,Attachments,1 Low
5926d3c686f77410de68ebc8,HK A2 Stock,Attachments,1 Low
5926d40686f7740f152b6b7e,HK A3 old stock model,Attachments,1 Low
5bb20e0ed4351e3bac1212dc,HK Battle Grip with Beavertail pistol grip for AR-15 based systems,Attachments,1 Low
5c87a07c2e2216001219d4a2,HK E1 Stock for AR-15 and compatable,Attachments,1 Low
5c07c9660db834001a66b588,HK End Cap Stock for MP5,Attachments,1 Low
5d2f25bc48f03502573e5d85,HK End Cap Stock for MP5 Kurz,Attachments,1 Low
5d025cc1d7ad1a53845279ef,Ergo PSG-1,Attachments,3 High
5bb20dbcd4351e44f824c04e,HK Extended latch Charging Handle,Attachments,1 Low
5bb20dfcd4351e00334c9e24,HK extended quadrail handguard for 416-compatible systems,Attachments,1 Low
5c6d7b3d2e221600114c9b7d,HK Grip V.2 pistol grip for AR-15 based systems,Attachments,1 Low
5926bb2186f7744b1c6c6e60,MP5,Weapons SMG,2 Medium
5926d2be86f774134d668e4e,HK MP5 Drum Rearsight,Attachments,1 Low
5d2f0d8048f0356c925bc3b0,MP5K-N,Weapons SMG,2 Medium
5d2f261548f03576f500e7b7,HK MP5 Kurz Upper receiver,Attachments,1 Low
5926c0df86f77462f647f764,HK MP5 Upper receiver,Attachments,1 Low
5926f2e086f7745aae644231,HK MP5SD Upper receiver,Attachments,1 Low
5ba26383d4351e00334c93d9,MP7A1,Weapons SMG,3 High
5bd70322209c4d00d7167b8f,MP7A2,Weapons SMG,2 Medium
5c6d10e82e221601da357b07,"HK MRS 14"" keymod foregrip for 416A5",Attachments,1 Low
5c07c5ed0db834001b73571c,HK Noveske style muzzlebrake & compensator for MP-5,Attachments,2 Medium
5c6d450c2e221600114c997d,HK PM Gen.2 5.56x45 STANAG 30-round magazine,Attachments,1 Low
5c6d42cb2e2216000e69d7d1,HK Polymer mag 30 5.56x45 STANAG 30-round magazine,Attachments,1 Low
5bb20de5d4351e0035629e59,HK quadrail handguard for 416-compatible systems,Attachments,1 Low
5bb20df1d4351e00347787d5,HK quadrail handguard with a flip-up sight for 416-compatible systems,Attachments,1 Low
5bb20e70d4351e0035629f8f,HK Slim Line Stock,Attachments,1 Low
5c05413a0db834001c390617,HK Steel Maritime 5.56x45 STANAG 30-round magazine,Attachments,1 Low
5bfeb32b0db834001a6694d9,"Hogue ""Overmolded ghillie"" stock for Remington Model 700",Attachments,1 Low
5bffef760db8340019668fe4,Hogue Chain link pistol grip for P226,Attachments,2 Medium
5c0684e50db834002a12585a,Hogue like TT rubber grips,Attachments,1 Low
57c55efc2459772d2c6271e7,Hogue OverMolded Rubber Grip Black,Attachments,1 Low
57af48872459771f0b2ebf11,Hogue OverMolded Rubber Grip FDE,Attachments,1 Low
57c55f092459772d291a8463,Hogue OverMolded Rubber Grip Ghillie Earth,Attachments,1 Low
57c55f112459772d28133310,Hogue OverMolded Rubber Grip Ghillie Green,Attachments,1 Low
57c55f172459772d27602381,Hogue OverMolded Rubber Grip OD Green,Attachments,1 Low
5b30b0dc5acfc400153b7124,Holosun HS401G5 reflex sight,Attachments,2 Medium
57fd23e32459772d0805bcf1,Holosun LS321 Tactical device,Attachments,2 Medium
571a279b24597720b4066566,Homespun 121mm 7.62x25 TT barrel with threading,Attachments,1 Low
573478bc24597738002c6175,Horse figurine,Barter Items,1 Low
5751496424597720a27126da,Hot Rod,Food,2 Medium
57864c322459775490116fbf,Household goods,Parent Element,-1 Blacklist
57347d5f245977448b40fa81,Humpback,Food,1 Low
5e2af2bc86f7746d3f3c33fc,Matches,Barter Items,1 Low
59e361e886f774176c10a2a5,Hydrogen peroxide,Barter Items,2 Medium
5af0548586f7743a532b7e99,Ibuprofen painkillers,Meds,3 High
5ae9a1b886f77404c8537c62,IDEA cargo manifests,Quest,1 Low
590c678286f77426c9660122,IFAK personal tactical first aid kit,Meds,2 Medium
544fb3364bdc2d34748b456a,Immobilizing splint,Meds,1 Low
5af0454c86f7746bf20992e8,Alusplint,Meds,2 Medium
5bfd35380db83400232fe5cc,Infantry Mosin rifle stock,Attachments,1 Low
5448ecbe4bdc2d60728b4568,Info,Parent Element,-1 Blacklist
5734795124597738002c6176,Insulating tape,Barter Items,1 Low
5be4038986f774527d3fae60,Interchange plan,Tools,1 Low
55d720f24bdc2d88028b456d,Inventory,Parent Element,-1 Blacklist
5b44cf1486f77431723e3d05,Gen4 Assault,Armor Vest,2 Medium
5b44cd8b86f774503d30cba2,Gen4 Full,Armor Vest,2 Medium
5b44d0de86f774503d30cba8,Gen4 Mobil,Armor Vest,1 Low
55818ac54bdc2d5b648b456e,Ironsight,Parent Element,-1 Blacklist
590c5d4b86f774784e1b9c45,Lunch,Food,1 Low
54009119af1c881c07000029,Item,Parent Element,-1 Blacklist
59fb042886f7746c5005a7b2,Items case,Container,5 Super
5ac72e945acfc43f3b691116,Izhmash 5.45x39 AK-105 muzzlebrake & compensator (6P44 0-20),Attachments,1 Low
5649aa744bdc2ded0b8b457e,Izhmash 5.45x39 AK-74 muzzlebrake & compensator (6P20 0-20),Attachments,1 Low
5ac7655e5acfc40016339a19,Izhmash 5.45x39 AK-74M muzzlebrake & compensator (6P20 0-20),Attachments,1 Low
57dc324a24597759501edc20,IzhMash 5.45x39 muzzle break for AKS-74U (6P26 0-20),Attachments,1 Low
5beec3420db834001b095429,Izhmash 5.45x39 RPK-16 muzzlebrake & compensator,Attachments,1 Low
5ac72e615acfc43f67248aa0,Izhmash 5.56x45 AK-101 muzzlebrake & compensator,Attachments,1 Low
5ac72e725acfc400180ae701,Izhmash 5.56x45 AK-102 muzzlebrake & compensator (6P44 0-20),Attachments,1 Low
5a01c29586f77474660c694c,"Izhmash 6L10 7.62x39 magazine for AK and compatibles, 30-round capacity",Attachments,1 Low
5b1fd4e35acfc40018633c39,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",Attachments,1 Low
5ac72e7d5acfc40016339a02,Izhmash 7.62x39 AK-103 muzzlebrake & compensator,Attachments,1 Low
5ac72e895acfc43b321d4bd5,Izhmash 7.62x39 AK-104 muzzlebrake & compensator (6P46 0-20),Attachments,1 Low
59d64fc686f774171b243fe2,Izhmash 7.62x39 AKM muzzlebrake & compensator (6P1 0-14),Attachments,1 Low
5a0060fc86f7745793204432,"Izhmash 7.62x39 AKMS aluminium magazine for AK and compatibles, 30-round capacity",Attachments,1 Low
5a0d716f1526d8000d26b1e2,Izhmash 7.62x39 flash hider for AKML system,Attachments,1 Low
5c471bfc2e221602b21d4e17,Izhmash 7.62x54 SVDS muzzlebrake & compensator,Attachments,1 Low
5998597786f77414ea6da093,Izhmash 9x19 PP-19-01 muzzle brake/compensator,Attachments,1 Low
5998598e86f7740b3f498a86,Izhmash 9x19 Saiga-9 muzzle brake/compensator,Attachments,1 Low
5649ad3f4bdc2df8348b4585,Izhmash AK bakelite pistol grip (6P4 Sb.8V),Attachments,1 Low
59d625f086f774661516605d,Izhmash AK magazine (issued �55 or later) 30-round for 7.62x39 AK and compatibles,Attachments,1 Low
5649ade84bdc2d1b2b8b4587,Izhmash AK polymer pistol grip (6P1 Sb.8),Attachments,1 Low
5beec8ea0db834001a6f9dbf,Izhmash AK-12 regular pistol grip,Attachments,1 Low
5beec8c20db834001d2c465c,Izhmash AK-12 regular stock,Attachments,1 Low
5649af094bdc2df8348b4586,Izhmash AK-74 dust cover (6P1 0-1),Attachments,1 Low
57e3dba62459770f0c32322b,Izhmash AK-74 Textolite pistol grip (6P4 Sb.9),Attachments,1 Low
5ac50da15acfc4001718d287,Izhmash AK-74M dust cover (6P34 0-1),Attachments,1 Low
59e62cc886f77440d40b52a1,Izhmash AKM bakelite pistol grip,Attachments,1 Low
59d6507c86f7741b846413a2,Izhmash AKM dust cover (6P1 0-1),Attachments,1 Low
5839a7742459773cf9693481,IzhMash AKS-74UB Dust cover,Attachments,1 Low
5ab626e4d8ce87272e4c6e43,IzhMash metal stock for AKS-74 (6P21 Sb.5),Attachments,1 Low
57dc347d245977596754e7a1,IzhMash metal stock for AKS-74U (6P26 Sb.5),Attachments,1 Low
5e56991336989c75ab4f03f6,SVD Mod.,Attachments,1 Low
5e569a0156edd02abe09f27d,IzhMash,Attachments,1 Low
5649b0fc4bdc2d17108b4588,Izhmash polymer AK-74 stock (6P20 Sb.7),Attachments,1 Low
5cbdb1b0ae9215000d50e105,Izhmash polymer Plum AK-74 stock (6P20 Sb.7),Attachments,1 Low
599860e986f7743bb57573a6,Izhmash rear sight fro PP-19-01,Attachments,1 Low
5beec9450db83400970084fd,Izhmash Rearsight base for RPK-16,Attachments,1 Low
